application_id,customer_id,decision,reject_reasons,approve_amount,approve_apr,approve_term,decided_at,decision_ver,is_test_data
AP20250218000175,C00009505,REJECT,R009,\N,\N,\N,2025-02-18 06:47:21,v1,1
AP20250301000116,C00007585,APPROVE,\N,78634.01,0.10,18,2025-03-01 13:44:44,v1,1
AP20250505000089,C00001369,REJECT,R006,\N,\N,\N,2025-05-05 18:52:37,v1,1
AP20250406000074,C00002503,APPROVE,\N,1000.00,0.16,3,2025-04-06 12:22:34,v1,1
AP20250330000063,C00000937,REJECT,R006,\N,\N,\N,2025-03-30 14:02:03,v1,1
AP20250205000123,C00004654,REJECT,R006,\N,\N,\N,2025-02-05 13:02:09,v1,1
AP20250307000107,C00009510,APPROVE,\N,30000.00,0.14,36,2025-03-07 21:49:13,v1,1
AP20250111000036,C00001259,REJECT,R008,\N,\N,\N,2025-01-11 01:18:48,v1,1
AP20250209000127,C00004436,APPROVE,\N,2000.00,0.16,18,2025-02-09 09:50:36,v1,1
AP20250228000141,C00009673,APPROVE,\N,1000.00,0.23,24,2025-02-28 21:40:50,v1,1
AP20250302000134,C00009034,APPROVE,\N,5000.00,0.20,6,2025-03-02 20:05:19,v1,1
AP20250321000083,C00002417,APPROVE,\N,5000.00,0.23,18,2025-03-21 11:04:55,v1,1
AP20250201000099,C00003311,APPROVE,\N,8605.92,0.22,12,2025-02-01 22:39:29,v1,1
AP20250211000149,C00006139,APPROVE,\N,10000.00,0.19,3,2025-02-11 21:26:16,v1,1
AP20250511000087,C00001196,REJECT,R006,\N,\N,\N,2025-05-11 13:15:08,v1,1
AP20250121000070,C00009325,REJECT,R008,\N,\N,\N,2025-01-21 19:55:48,v1,1
AP20250409000084,C00006035,APPROVE,\N,9684.12,0.22,3,2025-04-09 17:13:44,v1,1
AP20250315000097,C00005338,REJECT,R004,\N,\N,\N,2025-03-15 09:41:43,v1,1
AP20250322000078,C00008321,REJECT,R008,\N,\N,\N,2025-03-22 17:56:23,v1,1
AP20250129000103,C00004584,REJECT,R004,\N,\N,\N,2025-01-29 23:51:58,v1,1
AP20250501000075,C00007065,APPROVE,\N,2000.00,0.16,18,2025-05-01 11:30:20,v1,1
AP20250628000057,C00003427,APPROVE,\N,50000.00,0.13,12,2025-06-28 20:31:24,v1,1
AP20250516000097,C00005905,REJECT,"R009,R006",\N,\N,\N,2025-05-16 12:21:56,v1,1
AP20250512000106,C00000060,APPROVE,\N,15000.00,0.17,3,2025-05-12 19:34:46,v1,1
AP20250130000110,C00004216,REJECT,R006,\N,\N,\N,2025-01-30 18:26:07,v1,1
AP20250307000108,C00007697,APPROVE,\N,10000.00,0.21,6,2025-03-07 21:23:07,v1,1
AP20250309000113,C00005063,REJECT,"R008,R006",\N,\N,\N,2025-03-09 12:26:31,v1,1
AP20250614000079,C00003033,APPROVE,\N,30000.00,0.14,12,2025-06-14 12:24:27,v1,1
AP20250208000152,C00001938,APPROVE,\N,10000.00,0.18,12,2025-02-08 12:55:18,v1,1
AP20250129000104,C00004642,REJECT,"R009,R006,R008",\N,\N,\N,2025-01-29 12:59:17,v1,1
AP20250628000058,C00003201,APPROVE,\N,24598.07,0.20,36,2025-06-28 22:48:49,v1,1
AP20250225000148,C00007159,APPROVE,\N,15000.00,0.14,36,2025-02-25 13:41:23,v1,1
AP20250225000149,C00008707,APPROVE,\N,24346.73,0.19,6,2025-02-25 22:19:28,v1,1
AP20250523000104,C00005952,APPROVE,\N,5000.00,0.14,6,2025-05-23 11:14:41,v1,1
AP20250314000097,C00000122,REJECT,R006,\N,\N,\N,2025-03-14 15:47:34,v1,1
AP20250315000098,C00004069,APPROVE,\N,7753.61,0.24,24,2025-03-15 17:18:25,v1,1
AP20250530000077,C00004528,REJECT,R009,\N,\N,\N,2025-05-30 17:41:24,v1,1
AP20250404000071,C00000215,REJECT,R008,\N,\N,\N,2025-04-04 16:33:05,v1,1
AP20250209000128,C00001980,REJECT,R006,\N,\N,\N,2025-02-09 06:59:54,v1,1
AP20250327000072,C00003619,APPROVE,\N,20000.00,0.19,36,2025-03-27 12:09:45,v1,1
AP20250414000071,C00002884,APPROVE,\N,10000.00,0.22,6,2025-04-14 20:53:33,v1,1
AP20250413000073,C00000174,APPROVE,\N,7351.66,0.23,6,2025-04-13 12:07:09,v1,1
AP20250614000080,C00004175,APPROVE,\N,2000.00,0.14,3,2025-06-14 12:32:16,v1,1
AP20250224000139,C00008398,APPROVE,\N,8388.93,0.23,6,2025-02-24 20:29:26,v1,1
AP20250522000088,C00007827,REJECT,R008,\N,\N,\N,2025-05-22 12:59:23,v1,1
AP20250309000114,C00008191,APPROVE,\N,27048.62,0.19,18,2025-03-09 20:42:20,v1,1
AP20250117000068,C00003520,REJECT,"R009,R006,R006",\N,\N,\N,2025-01-17 11:53:45,v1,1
AP20250507000109,C00001599,APPROVE,\N,38979.00,0.15,3,2025-05-07 20:15:10,v1,1
AP20250620000092,C00003186,APPROVE,\N,42326.03,0.17,36,2025-06-22 00:31:01,v1,1
AP20250129000105,C00002451,REJECT,R006,\N,\N,\N,2025-01-29 15:20:48,v1,1
AP20250222000139,C00001343,REJECT,R006,\N,\N,\N,2025-02-22 20:38:45,v1,1
AP20250321000084,C00008344,APPROVE,\N,2000.00,0.19,18,2025-03-21 22:28:21,v1,1
AP20250410000069,C00008610,REJECT,"R009,R006",\N,\N,\N,2025-04-10 16:41:35,v1,1
AP20250330000064,C00003431,APPROVE,\N,15000.00,0.16,36,2025-03-30 11:28:01,v1,1
AP20250608000085,C00001471,REJECT,"R009,R006,R006",\N,\N,\N,2025-06-08 09:45:05,v1,1
AP20250222000140,C00008817,APPROVE,\N,30000.00,0.14,12,2025-02-22 10:26:08,v1,1
AP20250305000124,C00008063,APPROVE,\N,25172.71,0.19,18,2025-03-05 22:42:39,v1,1
AP20250514000093,C00005943,APPROVE,\N,8000.00,0.20,12,2025-05-14 11:31:20,v1,1
AP20250404000072,C00003837,REJECT,R006,\N,\N,\N,2025-04-04 12:38:12,v1,1
AP20250106000015,C00009272,REJECT,R006,\N,\N,\N,2025-01-06 12:22:45,v1,1
AP20250517000103,C00003648,REJECT,R006,\N,\N,\N,2025-05-17 06:15:20,v1,1
AP20250610000068,C00000926,REJECT,R009,\N,\N,\N,2025-06-10 23:02:56,v1,1
AP20250327000073,C00004206,APPROVE,\N,9829.04,0.23,18,2025-03-27 19:47:30,v1,1
AP20250407000081,C00003394,APPROVE,\N,10000.00,0.20,24,2025-04-07 22:26:36,v1,1
AP20250119000073,C00006055,APPROVE,\N,29805.98,0.21,12,2025-01-19 03:07:05,v1,1
AP20250309000115,C00000726,REJECT,R008,\N,\N,\N,2025-03-09 21:15:05,v1,1
AP20250208000153,C00002297,REJECT,"R009,R006,R008,R006",\N,\N,\N,2025-02-08 21:04:57,v1,1
AP20250520000117,C00000477,APPROVE,\N,48397.29,0.13,24,2025-05-20 22:37:20,v1,1
AP20250519000110,C00009489,APPROVE,\N,30000.00,0.18,3,2025-05-19 12:32:38,v1,1
AP20250113000045,C00008474,REJECT,R006,\N,\N,\N,2025-01-13 20:48:38,v1,1
AP20250330000065,C00008967,REJECT,R006,\N,\N,\N,2025-03-30 01:51:49,v1,1
AP20250628000059,C00003644,REJECT,R006,\N,\N,\N,2025-06-28 22:54:40,v1,1
AP20250429000078,C00000463,REJECT,R008,\N,\N,\N,2025-04-29 13:28:50,v1,1
AP20250622000056,C00007460,APPROVE,\N,29778.63,0.19,24,2025-06-22 20:46:02,v1,1
AP20250307000109,C00004180,REJECT,R008,\N,\N,\N,2025-03-07 20:46:04,v1,1
AP20250219000158,C00003779,REJECT,R006,\N,\N,\N,2025-02-19 13:40:43,v1,1
AP20250518000087,C00009249,REJECT,R008,\N,\N,\N,2025-05-18 22:18:49,v1,1
AP20250625000071,C00000301,APPROVE,\N,10000.00,0.10,3,2025-06-25 06:42:52,v1,1
AP20250322000079,C00002163,APPROVE,\N,2000.00,0.21,6,2025-03-22 01:01:18,v1,1
AP20250201000100,C00006220,REJECT,R006,\N,\N,\N,2025-02-01 09:57:06,v1,1
AP20250325000077,C00007597,REJECT,"R009,R004",\N,\N,\N,2025-03-25 22:30:32,v1,1
AP20250313000104,C00003450,REJECT,R006,\N,\N,\N,2025-03-13 13:36:33,v1,1
AP20250319000070,C00008281,APPROVE,\N,15000.00,0.11,18,2025-03-19 22:07:36,v1,1
AP20250618000084,C00007575,APPROVE,\N,2000.00,0.22,18,2025-06-18 12:46:21,v1,1
AP20250530000078,C00008320,REJECT,R008,\N,\N,\N,2025-05-30 23:02:11,v1,1
AP20250208000154,C00002599,REJECT,R009,\N,\N,\N,2025-02-08 09:27:36,v1,1
AP20250222000141,C00007500,APPROVE,\N,26534.29,0.20,36,2025-02-22 11:09:19,v1,1
AP20250313000105,C00003249,APPROVE,\N,20000.00,0.19,36,2025-03-13 17:41:48,v1,1
AP20250122000077,C00000401,REJECT,R006,\N,\N,\N,2025-01-22 21:47:16,v1,1
AP20250208000155,C00002832,REJECT,R009,\N,\N,\N,2025-02-08 13:15:20,v1,1
AP20250414000072,C00009512,APPROVE,\N,20000.00,0.17,24,2025-04-14 22:50:12,v1,1
AP20250608000086,C00007966,REJECT,"R008,R006",\N,\N,\N,2025-06-08 09:24:13,v1,1
AP20250126000080,C00004445,REJECT,R006,\N,\N,\N,2025-01-26 09:57:21,v1,1
AP20250329000081,C00006136,REJECT,"R006,R008",\N,\N,\N,2025-03-29 12:29:51,v1,1
AP20250621000074,C00001578,REJECT,R006,\N,\N,\N,2025-06-22 08:41:10,v1,1
AP20250522000089,C00006834,APPROVE,\N,80000.00,0.10,36,2025-05-22 14:08:54,v1,1
AP20250226000142,C00002085,REJECT,R006,\N,\N,\N,2025-02-26 21:25:37,v1,1
AP20250215000164,C00003119,APPROVE,\N,2000.00,0.14,36,2025-02-15 14:27:40,v1,1
AP20250403000055,C00007979,REJECT,R009,\N,\N,\N,2025-04-03 22:48:38,v1,1
AP20250405000065,C00009778,REJECT,"R006,R008",\N,\N,\N,2025-04-05 22:56:11,v1,1
AP20250521000088,C00005436,APPROVE,\N,25280.11,0.18,3,2025-05-21 16:18:45,v1,1
AP20250622000057,C00000019,REJECT,"R007,R006",\N,\N,\N,2025-06-22 21:50:48,v1,1
AP20250519000111,C00006621,REJECT,R006,\N,\N,\N,2025-05-19 22:56:34,v1,1
AP20250314000098,C00006084,REJECT,"R008,R006",\N,\N,\N,2025-03-14 09:50:09,v1,1
AP20250218000176,C00001042,REJECT,R008,\N,\N,\N,2025-02-18 22:34:51,v1,1
AP20250202000140,C00001442,APPROVE,\N,7447.59,0.23,24,2025-02-02 15:14:54,v1,1
AP20250327000074,C00008038,APPROVE,\N,37472.11,0.16,6,2025-03-27 20:26:00,v1,1
AP20250225000150,C00007081,REJECT,"R008,R006",\N,\N,\N,2025-02-25 12:45:14,v1,1
AP20250209000129,C00008621,REJECT,R004,\N,\N,\N,2025-02-09 14:34:12,v1,1
AP20250214000134,C00004371,APPROVE,\N,2000.00,0.14,36,2025-02-14 21:02:31,v1,1
AP20250226000143,C00004841,REJECT,R009,\N,\N,\N,2025-02-26 10:09:52,v1,1
AP20250331000080,C00001330,APPROVE,\N,2000.00,0.21,36,2025-03-31 12:48:47,v1,1
AP20250228000142,C00001959,APPROVE,\N,8000.00,0.16,36,2025-02-28 22:55:38,v1,1
AP20250327000075,C00009047,REJECT,"R009,R006,R006",\N,\N,\N,2025-03-27 07:56:36,v1,1
AP20250228000143,C00003295,APPROVE,\N,24125.00,0.19,6,2025-02-28 20:38:11,v1,1
AP20250324000078,C00003060,APPROVE,\N,2000.00,0.13,6,2025-03-24 19:29:43,v1,1
AP20250215000165,C00008634,APPROVE,\N,15000.00,0.14,18,2025-02-15 09:15:00,v1,1
AP20250521000089,C00000477,REJECT,R008,\N,\N,\N,2025-05-21 20:11:18,v1,1
AP20250612000084,C00008551,APPROVE,\N,29138.99,0.21,12,2025-06-12 22:31:51,v1,1
AP20250203000152,C00000244,APPROVE,\N,10000.00,0.18,3,2025-02-03 21:50:48,v1,1
AP20250601000095,C00002830,REJECT,R008,\N,\N,\N,2025-06-01 22:00:49,v1,1
AP20250517000104,C00004933,APPROVE,\N,8000.00,0.18,12,2025-05-17 12:53:49,v1,1
AP20250129000106,C00003381,REJECT,"R009,R006,R006",\N,\N,\N,2025-01-29 12:34:41,v1,1
AP20250411000082,C00008894,REJECT,"R009,R006",\N,\N,\N,2025-04-11 20:25:54,v1,1
AP20250115000064,C00002932,REJECT,R004,\N,\N,\N,2025-01-15 22:17:27,v1,1
AP20250320000090,C00000096,APPROVE,\N,2000.00,0.10,18,2025-03-20 17:55:13,v1,1
AP20250324000079,C00001738,APPROVE,\N,4410.88,0.24,24,2025-03-24 22:10:22,v1,1
AP20250523000105,C00008567,APPROVE,\N,10000.00,0.19,6,2025-05-23 16:03:27,v1,1
AP20250624000066,C00003186,APPROVE,\N,8000.00,0.16,3,2025-06-24 12:51:40,v1,1
AP20250531000086,C00008801,APPROVE,\N,7515.14,0.23,6,2025-05-31 20:53:23,v1,1
AP20250520000118,C00004713,REJECT,"R009,R006",\N,\N,\N,2025-05-20 13:38:00,v1,1
AP20250608000087,C00004480,APPROVE,\N,8000.00,0.16,3,2025-06-08 12:32:55,v1,1
AP20250121000071,C00008414,REJECT,R006,\N,\N,\N,2025-01-21 20:01:38,v1,1
AP20250503000092,C00002108,APPROVE,\N,9241.25,0.22,3,2025-05-03 02:47:39,v1,1
AP20250109000024,C00005846,APPROVE,\N,2000.00,0.22,3,2025-01-09 14:09:27,v1,1
AP20250109000025,C00000772,REJECT,R004,\N,\N,\N,2025-01-09 14:03:31,v1,1
AP20250314000099,C00002577,REJECT,R006,\N,\N,\N,2025-03-14 10:30:00,v1,1
AP20250211000150,C00008067,REJECT,"R007,R006",\N,\N,\N,2025-02-11 13:54:06,v1,1
AP20250128000098,C00000385,REJECT,R009,\N,\N,\N,2025-01-28 10:43:32,v1,1
AP20250130000111,C00006972,APPROVE,\N,7888.74,0.23,12,2025-01-30 21:27:07,v1,1
AP20250519000112,C00002572,REJECT,R004,\N,\N,\N,2025-05-19 12:28:05,v1,1
AP20250120000075,C00006748,REJECT,"R006,R008",\N,\N,\N,2025-01-20 22:24:45,v1,1
AP20250127000115,C00007063,REJECT,"R009,R006",\N,\N,\N,2025-01-27 22:02:18,v1,1
AP20250203000153,C00005099,APPROVE,\N,20000.00,0.20,12,2025-02-03 13:52:53,v1,1
AP20250423000084,C00008344,REJECT,R006,\N,\N,\N,2025-04-23 23:37:04,v1,1
AP20250228000144,C00005853,APPROVE,\N,37843.44,0.15,18,2025-02-28 22:15:27,v1,1
AP20250207000158,C00004174,APPROVE,\N,2000.00,0.12,36,2025-02-07 22:13:02,v1,1
AP20250225000151,C00001787,REJECT,R006,\N,\N,\N,2025-02-25 12:37:21,v1,1
AP20250214000135,C00009443,APPROVE,\N,44789.76,0.17,18,2025-02-14 14:37:42,v1,1
AP20250226000144,C00005988,REJECT,R006,\N,\N,\N,2025-02-26 23:51:36,v1,1
AP20250226000145,C00008731,APPROVE,\N,1000.00,0.11,36,2025-02-26 20:33:55,v1,1
AP20250523000106,C00000209,APPROVE,\N,8000.00,0.11,18,2025-05-23 21:19:31,v1,1
AP20250202000141,C00007933,APPROVE,\N,22636.10,0.21,36,2025-02-02 10:40:04,v1,1
AP20250403000056,C00003190,REJECT,R006,\N,\N,\N,2025-04-03 12:18:30,v1,1
AP20250120000076,C00009126,APPROVE,\N,5000.00,0.12,12,2025-01-20 17:51:50,v1,1
AP20250113000046,C00001571,REJECT,R006,\N,\N,\N,2025-01-13 12:27:07,v1,1
AP20250628000060,C00005857,REJECT,R004,\N,\N,\N,2025-06-28 06:51:30,v1,1
AP20250329000082,C00004329,APPROVE,\N,25240.22,0.19,6,2025-03-29 18:45:09,v1,1
AP20250509000088,C00007811,APPROVE,\N,28552.86,0.20,3,2025-05-09 01:12:29,v1,1
AP20250622000058,C00005700,REJECT,"R006,R006",\N,\N,\N,2025-06-22 17:41:20,v1,1
AP20250407000082,C00009880,REJECT,R006,\N,\N,\N,2025-04-07 20:50:47,v1,1
AP20250207000159,C00007823,REJECT,R008,\N,\N,\N,2025-02-07 21:33:01,v1,1
AP20250115000065,C00000179,REJECT,R006,\N,\N,\N,2025-01-15 17:59:07,v1,1
AP20250212000165,C00004642,REJECT,"R009,R008",\N,\N,\N,2025-02-12 22:15:53,v1,1
AP20250626000058,C00006697,APPROVE,\N,15000.00,0.22,24,2025-06-26 22:42:09,v1,1
AP20250418000085,C00009037,APPROVE,\N,1000.00,0.23,36,2025-04-18 11:37:10,v1,1
AP20250327000076,C00001484,APPROVE,\N,7983.47,0.22,3,2025-03-27 11:00:20,v1,1
AP20250331000081,C00004053,REJECT,R006,\N,\N,\N,2025-03-31 13:31:59,v1,1
AP20250603000088,C00006293,APPROVE,\N,15000.00,0.14,12,2025-06-03 23:10:14,v1,1
AP20250528000086,C00003357,APPROVE,\N,2000.00,0.19,12,2025-05-28 20:34:27,v1,1
AP20250409000085,C00009911,APPROVE,\N,9875.80,0.23,3,2025-04-09 13:15:22,v1,1
AP20250215000166,C00006619,REJECT,R008,\N,\N,\N,2025-02-15 17:22:41,v1,1
AP20250222000142,C00008076,APPROVE,\N,43157.78,0.12,36,2025-02-22 13:52:45,v1,1
AP20250622000059,C00000572,APPROVE,\N,10000.00,0.21,6,2025-06-22 11:12:25,v1,1
AP20250214000136,C00004081,REJECT,R008,\N,\N,\N,2025-02-14 12:18:08,v1,1
AP20250110000023,C00007957,APPROVE,\N,20000.00,0.21,6,2025-01-10 22:54:22,v1,1
AP20250413000074,C00009845,REJECT,R004,\N,\N,\N,2025-04-13 12:12:18,v1,1
AP20250205000124,C00006491,REJECT,R008,\N,\N,\N,2025-02-05 22:47:31,v1,1
AP20250529000072,C00007209,APPROVE,\N,2000.00,0.16,18,2025-05-29 17:06:27,v1,1
AP20250529000073,C00007759,APPROVE,\N,9529.68,0.23,36,2025-05-29 07:37:51,v1,1
AP20250310000106,C00003083,REJECT,R008,\N,\N,\N,2025-03-10 13:27:34,v1,1
AP20250210000151,C00002982,APPROVE,\N,2000.00,0.13,12,2025-02-10 12:19:56,v1,1
AP20250224000140,C00006106,REJECT,R004,\N,\N,\N,2025-02-24 12:11:40,v1,1
AP20250526000084,C00004736,APPROVE,\N,5000.00,0.20,6,2025-05-26 12:48:09,v1,1
AP20250127000116,C00002440,REJECT,R008,\N,\N,\N,2025-01-27 21:11:30,v1,1
AP20250325000078,C00003913,APPROVE,\N,97088.20,0.11,18,2025-03-25 14:39:34,v1,1
AP20250605000072,C00006446,REJECT,"R009,R008",\N,\N,\N,2025-06-05 12:58:33,v1,1
AP20250625000072,C00006175,APPROVE,\N,2000.00,0.18,6,2025-06-25 21:38:46,v1,1
AP20250523000107,C00000216,APPROVE,\N,30000.00,0.16,6,2025-05-23 21:18:09,v1,1
AP20250519000113,C00003676,APPROVE,\N,20000.00,0.17,18,2025-05-19 13:36:47,v1,1
AP20250224000141,C00000970,APPROVE,\N,24084.21,0.22,24,2025-02-24 19:57:34,v1,1
AP20250519000114,C00000901,APPROVE,\N,2000.00,0.16,36,2025-05-19 13:56:19,v1,1
AP20250329000083,C00005068,APPROVE,\N,8000.00,0.13,18,2025-03-29 02:49:38,v1,1
AP20250608000088,C00008897,REJECT,"R009,R006",\N,\N,\N,2025-06-08 10:54:40,v1,1
AP20250305000125,C00000103,REJECT,R006,\N,\N,\N,2025-03-05 16:30:44,v1,1
AP20250412000077,C00006702,APPROVE,\N,8000.00,0.18,12,2025-04-12 17:42:40,v1,1
AP20250609000082,C00000569,REJECT,R004,\N,\N,\N,2025-06-09 15:11:54,v1,1
AP20250327000077,C00005557,APPROVE,\N,39765.78,0.14,36,2025-03-27 21:22:31,v1,1
AP20250513000087,C00002749,REJECT,R008,\N,\N,\N,2025-05-13 01:29:47,v1,1
AP20250526000085,C00006707,REJECT,R006,\N,\N,\N,2025-05-26 13:21:41,v1,1
AP20250301000117,C00000593,REJECT,R008,\N,\N,\N,2025-03-01 22:30:09,v1,1
AP20250321000085,C00009465,APPROVE,\N,5000.00,0.17,12,2025-03-21 17:34:52,v1,1
AP20250304000115,C00001626,REJECT,R006,\N,\N,\N,2025-03-04 21:10:17,v1,1
AP20250210000152,C00001640,REJECT,R009,\N,\N,\N,2025-02-10 18:16:29,v1,1
AP20250221000163,C00007292,APPROVE,\N,5000.00,0.20,3,2025-02-21 02:26:53,v1,1
AP20250419000073,C00002014,REJECT,R006,\N,\N,\N,2025-04-19 18:40:23,v1,1
AP20250507000110,C00002871,REJECT,R006,\N,\N,\N,2025-05-07 20:30:49,v1,1
AP20250212000166,C00007450,APPROVE,\N,30000.00,0.16,12,2025-02-12 21:27:44,v1,1
AP20250502000085,C00003999,REJECT,R008,\N,\N,\N,2025-05-02 13:40:04,v1,1
AP20250603000089,C00007572,REJECT,"R009,R006",\N,\N,\N,2025-06-03 12:42:22,v1,1
AP20250424000080,C00000765,APPROVE,\N,80000.00,0.14,12,2025-04-24 11:15:12,v1,1
AP20250310000107,C00008666,APPROVE,\N,23168.77,0.21,24,2025-03-10 12:24:30,v1,1
AP20250123000087,C00003097,APPROVE,\N,20000.00,0.15,24,2025-01-23 14:34:14,v1,1
AP20250618000085,C00003652,REJECT,R004,\N,\N,\N,2025-06-18 22:55:53,v1,1
AP20250509000089,C00002603,REJECT,R006,\N,\N,\N,2025-05-09 21:54:44,v1,1
AP20250612000085,C00000394,REJECT,R006,\N,\N,\N,2025-06-12 10:52:56,v1,1
AP20250221000164,C00001918,APPROVE,\N,20000.00,0.12,3,2025-02-21 21:14:54,v1,1
AP20250221000165,C00008697,APPROVE,\N,22649.43,0.20,3,2025-02-21 20:12:50,v1,1
AP20250312000127,C00005818,APPROVE,\N,10000.00,0.17,6,2025-03-12 19:54:47,v1,1
AP20250311000086,C00005543,APPROVE,\N,20000.00,0.20,12,2025-03-11 17:08:00,v1,1
AP20250305000126,C00009614,REJECT,"R006,R006",\N,\N,\N,2025-03-05 12:54:13,v1,1
AP20250216000129,C00006832,APPROVE,\N,2000.00,0.17,3,2025-02-16 22:25:47,v1,1
AP20250126000081,C00004509,APPROVE,\N,2000.00,0.15,24,2025-01-26 09:34:14,v1,1
AP20250212000167,C00001124,REJECT,R006,\N,\N,\N,2025-02-12 15:12:10,v1,1
AP20250626000059,C00000040,APPROVE,\N,23115.68,0.19,18,2025-06-26 08:19:50,v1,1
AP20250226000146,C00000207,APPROVE,\N,20000.00,0.17,12,2025-02-26 13:17:19,v1,1
AP20250206000120,C00003747,REJECT,R006,\N,\N,\N,2025-02-06 06:35:24,v1,1
AP20250319000071,C00000317,APPROVE,\N,9136.49,0.23,24,2025-03-19 21:10:24,v1,1
AP20250428000070,C00001028,REJECT,R006,\N,\N,\N,2025-04-28 09:12:42,v1,1
AP20250406000075,C00000448,APPROVE,\N,9719.50,0.24,6,2025-04-06 09:50:58,v1,1
AP20250415000062,C00007376,APPROVE,\N,15000.00,0.17,6,2025-04-15 16:54:25,v1,1
AP20250427000076,C00002539,REJECT,"R009,R006,R006",\N,\N,\N,2025-04-27 20:05:14,v1,1
AP20250422000084,C00001098,REJECT,R008,\N,\N,\N,2025-04-22 13:10:46,v1,1
AP20250312000128,C00005016,APPROVE,\N,2000.00,0.14,3,2025-03-12 01:11:21,v1,1
AP20250318000088,C00007982,APPROVE,\N,52138.39,0.17,6,2025-03-18 21:04:29,v1,1
AP20250206000121,C00005893,REJECT,"R009,R006",\N,\N,\N,2025-02-06 20:35:51,v1,1
AP20250304000116,C00007628,REJECT,R008,\N,\N,\N,2025-03-04 12:38:27,v1,1
AP20250610000069,C00009919,REJECT,R006,\N,\N,\N,2025-06-10 12:32:11,v1,1
AP20250611000096,C00008801,APPROVE,\N,5000.00,0.14,18,2025-06-11 06:45:22,v1,1
AP20250619000075,C00008549,REJECT,R008,\N,\N,\N,2025-06-19 02:25:06,v1,1
AP20250210000153,C00002852,REJECT,R006,\N,\N,\N,2025-02-10 02:58:06,v1,1
AP20250223000149,C00000707,REJECT,R008,\N,\N,\N,2025-02-23 12:26:04,v1,1
AP20250514000094,C00009501,APPROVE,\N,20000.00,0.18,24,2025-05-14 06:08:14,v1,1
AP20250222000143,C00004359,REJECT,R008,\N,\N,\N,2025-02-22 16:31:28,v1,1
AP20250622000060,C00002673,APPROVE,\N,2000.00,0.20,18,2025-06-22 21:53:50,v1,1
AP20250216000130,C00000224,APPROVE,\N,1000.00,0.16,12,2025-02-16 20:02:05,v1,1
AP20250626000060,C00002001,REJECT,R009,\N,\N,\N,2025-06-26 14:06:29,v1,1
AP20250410000070,C00006400,REJECT,R009,\N,\N,\N,2025-04-10 16:22:45,v1,1
AP20250512000107,C00002403,REJECT,"R006,R004",\N,\N,\N,2025-05-12 08:40:20,v1,1
AP20250427000077,C00005451,REJECT,R006,\N,\N,\N,2025-04-27 11:00:56,v1,1
AP20250405000066,C00003225,REJECT,R004,\N,\N,\N,2025-04-05 13:42:06,v1,1
AP20250604000072,C00009361,REJECT,R009,\N,\N,\N,2025-06-04 22:34:40,v1,1
AP20250206000122,C00006052,APPROVE,\N,10000.00,0.17,3,2025-02-06 13:28:32,v1,1
AP20250205000125,C00003073,REJECT,R009,\N,\N,\N,2025-02-05 22:02:45,v1,1
AP20250118000067,C00009430,REJECT,"R006,R004",\N,\N,\N,2025-01-18 12:59:15,v1,1
AP20250420000059,C00006147,APPROVE,\N,20000.00,0.14,36,2025-04-20 23:11:36,v1,1
AP20250314000100,C00000007,REJECT,R006,\N,\N,\N,2025-03-14 15:28:22,v1,1
AP20250314000101,C00006311,APPROVE,\N,69990.79,0.11,18,2025-03-14 21:47:59,v1,1
AP20250217000160,C00000856,REJECT,R008,\N,\N,\N,2025-02-17 18:15:15,v1,1
AP20250427000078,C00006927,REJECT,R004,\N,\N,\N,2025-04-27 20:43:11,v1,1
AP20250527000076,C00004852,APPROVE,\N,5000.00,0.15,18,2025-05-27 20:30:55,v1,1
AP20250123000088,C00002292,REJECT,R004,\N,\N,\N,2025-01-23 13:29:39,v1,1
AP20250122000078,C00004585,APPROVE,\N,1000.00,0.18,12,2025-01-22 22:24:21,v1,1
AP20250303000113,C00000936,APPROVE,\N,38344.51,0.14,18,2025-03-03 14:00:21,v1,1
AP20250621000075,C00000656,APPROVE,\N,5000.00,0.16,36,2025-06-21 19:43:48,v1,1
AP20250417000082,C00004115,REJECT,R009,\N,\N,\N,2025-04-17 01:45:30,v1,1
AP20250517000105,C00009764,APPROVE,\N,8000.00,0.17,3,2025-05-17 14:10:57,v1,1
AP20250531000087,C00009176,APPROVE,\N,8000.00,0.14,18,2025-05-31 09:23:10,v1,1
AP20250401000076,C00009570,REJECT,R004,\N,\N,\N,2025-04-01 07:43:05,v1,1
AP20250217000161,C00003392,APPROVE,\N,15000.00,0.19,18,2025-02-17 14:20:34,v1,1
AP20250613000074,C00000216,APPROVE,\N,23377.79,0.19,6,2025-06-13 13:03:24,v1,1
AP20250426000070,C00001239,REJECT,R009,\N,\N,\N,2025-04-26 13:15:10,v1,1
AP20250131000118,C00005219,REJECT,"R006,R004",\N,\N,\N,2025-01-31 17:16:03,v1,1
AP20250202000142,C00007639,APPROVE,\N,49867.10,0.17,36,2025-02-02 13:40:34,v1,1
AP20250409000086,C00006365,REJECT,R006,\N,\N,\N,2025-04-09 22:47:46,v1,1
AP20250515000090,C00000440,APPROVE,\N,15000.00,0.14,3,2025-05-15 14:07:57,v1,1
AP20250527000077,C00000848,REJECT,"R006,R006",\N,\N,\N,2025-05-27 11:41:20,v1,1
AP20250609000083,C00004157,APPROVE,\N,2000.00,0.24,36,2025-06-09 15:02:00,v1,1
